CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE
50000328,MCDONALD'S,Brooklyn,2028,ROCKAWAY PARKWAY,11236,7182410006,Hamburgers,08/30/2019,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,7,A,08/30/2019,06/28/2020,Cycle Inspection / Initial Inspection
41241627,MCDONALD'S,Bronx,1749,UNIVERSITY AVENUE,10453,7182941309,American,09/27/2016,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,11,A,09/27/2016,06/28/2020,Cycle Inspection / Initial Inspection
50018319,MCDONALD'S,Manhattan,541,6 AVENUE,10011,2124638869,Hamburgers,08/12/2016,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Y,11,A,08/12/2016,06/28/2020,Cycle Inspection / Initial Inspection
50050674,MCDONALD'S RESTAURANT,Bronx,1600,BOSTON ROAD,10460,7185427915,Sandwiches/Salads/Mixed Buffet,10/15/2019,Violations were cited in the following area(s).,10J,"""""Wash hands” sign not posted at hand wash facility.",N,13,A,10/15/2019,06/28/2020,Cycle Inspection / Initial Inspection
41241639,MCDONALD'S,Manhattan,3549,BROADWAY,10031,2124916860,Hamburgers,01/16/2019,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Y,41,,,06/28/2020,Cycle Inspection / Initial Inspection
40370781,MCDONALD'S,Queens,160-11,WILLETS POINT BOULEVARD,11357,7187466063,Hamburgers,08/16/2017,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Y,13,A,08/16/2017,06/28/2020,Cycle Inspection / Re-inspection
50045348,MCDONALD'S,Manhattan,1499,3 AVENUE,10028,2126288100,American,06/28/2017,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Y,9,A,06/28/2017,06/28/2020,Cycle Inspection / Re-inspection
41619708,LOUNGE BAR CAVE,Brooklyn,2320,MCDONALD AVENUE,11223,3479151515,American,08/27/2016,Violations were cited in the following area(s).,15L,"Smoke free workplace smoking policy inadequate, not posted, not provided to employees.",N,,,,06/28/2020,Smoke-Free Air Act / Re-inspection
41650608,MCDONALD'S,Queens,20311,NORTHERN BOULEVARD,11361,7184231577,Hamburgers,05/13/2019,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Y,8,A,05/13/2019,06/28/2020,Cycle Inspection / Initial Inspection
40736385,MCDONALD'S,Brooklyn,2797,LINDEN BOULEVARD,11208,7188274227,Hamburgers,09/05/2017,Violations were cited in the following area(s).,08B,"Covered garbage receptacle not provided or inadequate, except that garbage receptacle may be uncovered during active use. Garbage storage area not properly constructed or maintained; grinder or compactor dirty.",N,13,A,09/05/2017,06/28/2020,Cycle Inspection / Initial Inspection
50010326,MCDONALD'S,Queens,5135,NORTHERN BLVD,11377,7185453287,Hamburgers,01/17/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,9,A,01/17/2019,06/28/2020,Cycle Inspection / Re-inspection
41464997,DEVINE KOSHER BAKERY,Brooklyn,1999,MCDONALD AVENUE,11223,3475548114,Jewish/Kosher,10/02/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,12,A,10/02/2017,06/28/2020,Cycle Inspection / Initial Inspection
50010393,MCDONALDS,Manhattan,608,WEST  207 STREET,10034,2123043611,American,06/15/2018,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,12,,,06/28/2020,Cycle Inspection / Initial Inspection
41215997,MCDONALD'S,Bronx,36,WEST FORDHAM ROAD,10468,7189332183,Hamburgers,04/18/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,11,A,04/18/2019,06/28/2020,Cycle Inspection / Initial Inspection
50094803,MEZBANI SWEETS & RESTAURANT,Brooklyn,473,MCDONALD AVENUE,11218,6462627206,Bangladeshi,01/10/2020,Violations were cited in the following area(s).,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,N,5,,,06/28/2020,Cycle Inspection / Initial Inspection
40392256,MCDONALD'S,Queens,40-18,MAIN STREET,11354,7189391881,Hamburgers,01/23/2019,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,10,A,01/23/2019,06/28/2020,Cycle Inspection / Initial Inspection
41110540,PIZZA CENTRAL OF BROOKLYN,Brooklyn,941,MCDONALD AVENUE,11218,7186330600,Pizza,03/16/2017,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,25,,,06/28/2020,Cycle Inspection / Initial Inspection
50018784,SAWASDE THAI COOKING,Brooklyn,359,MCDONALD AVENUE,11218,7184360589,Thai,03/09/2020,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Y,27,,,06/28/2020,Cycle Inspection / Initial Inspection
40395525,MCDONALD AVENUE DINER,Brooklyn,1111,MCDONALD AVENUE,11230,7189518475,American,01/24/2018,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Y,7,A,01/24/2018,06/28/2020,Cycle Inspection / Re-inspection
50010393,MCDONALDS,Manhattan,608,WEST  207 STREET,10034,2123043611,American,06/15/2018,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,12,,,06/28/2020,Cycle Inspection / Initial Inspection
41182288,MCDONALD'S,Queens,9801,METROPOLITAN AVENUE,11375,7182637281,Hamburgers,10/03/2018,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,10,A,10/03/2018,06/28/2020,Cycle Inspection / Re-inspection
40392256,MCDONALD'S,Queens,40-18,MAIN STREET,11354,7189391881,Hamburgers,06/26/2018,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,10,A,06/26/2018,06/28/2020,Cycle Inspection / Re-inspection
50011959,PICADILLY HALL,Brooklyn,1703,MCDONALD AVENUE,11230,7183362200,Jewish/Kosher,06/12/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,22,,,06/28/2020,Cycle Inspection / Initial Inspection
50007421,MCDONALD'S,Brooklyn,1467,ROCKAWAY PARKWAY,11236,2019543134,American,09/12/2017,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,12,A,09/12/2017,06/28/2020,Cycle Inspection / Re-inspection
50010395,MCDONALD'S,Manhattan,208,DYCKMAN STREET,10040,2125692909,American,09/13/2019,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,10,A,09/13/2019,06/28/2020,Cycle Inspection / Initial Inspection
50070066,MCDONALD'S,Manhattan,966,3 AVENUE,10022,2127535360,American,11/16/2018,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,16,,,06/28/2020,Cycle Inspection / Initial Inspection
40377294,MCDONALD'S,Queens,7002,COOPER AVENUE,11385,7184970722,Hamburgers,04/27/2017,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,7,A,04/27/2017,06/28/2020,Cycle Inspection / Initial Inspection
50000154,QUETZALITO RESTAURANT,Brooklyn,964,MCDONALD AVENUE,11230,3472402930,Mexican,03/13/2020,Violations were cited in the following area(s).,10D,"Mechanical or natural ventilation system not provided, improperly installed, in disrepair and/or fails to prevent excessive build-up of grease, heat, steam condensation vapors, odors, smoke, and fumes.",N,25,Z,03/13/2020,06/28/2020,Cycle Inspection / Re-inspection
50001148,MCDONALD'S,Manhattan,148,WEST  125 STREET,10027,6467904636,Hamburgers,11/16/2016,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,24,,,06/28/2020,Cycle Inspection / Initial Inspection
41241636,MCDONALD'S,Manhattan,3410,BROADWAY,10031,3472264150,Hamburgers,03/27/2019,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,8,A,03/27/2019,06/28/2020,Cycle Inspection / Initial Inspection
50063996,MCDONALD'S,Brooklyn,968,4 AVENUE,11232,7187889226,American,07/28/2017,Violations were cited in the following area(s).,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,N,5,,,06/28/2020,Pre-permit (Operational) / Compliance Inspection
41578619,MCDONALD'S,Manhattan,444,LENOX AVENUE,10037,2122837798,American,03/08/2019,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,9,A,03/08/2019,06/28/2020,Cycle Inspection / Initial Inspection
50085536,MCDONALDS,Queens,2141,MOTT AVE,11691,5165130927,American,12/11/2018,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,11,A,12/11/2018,06/28/2020,Pre-permit (Operational) / Initial Inspection
50087102,MCDONALD'S,Manhattan,556,7 AVENUE,10018,5082081825,American,02/26/2020,Violations were cited in the following area(s).,10I,"Single service item reused, improperly stored, dispensed; not used when required.",N,11,A,02/26/2020,06/28/2020,Cycle Inspection / Initial Inspection
50054754,MCDONALD'S,Queens,11401,SUTPHIN BLVD,11436,7188450581,American,11/01/2017,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,N,7,A,11/01/2017,06/28/2020,Cycle Inspection / Initial Inspection
50078730,MCDONALD'S,Brooklyn,420,FULTON STREET,11201,7188587335,Hamburgers,07/18/2019,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Y,8,A,07/18/2019,06/28/2020,Cycle Inspection / Initial Inspection
50045356,MCDONALD'S,Manhattan,1872,3 AVENUE,10029,2129962864,American,08/29/2019,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,21,,,06/28/2020,Cycle Inspection / Initial Inspection
